lot,operation,visual_id,test_end_date,tester_id,prodgroup3,maxlidheight,minlidheight
7626F391,2090,76PN852700444,2026-06-30 04:42:26,OIS00014,GNRUCC,3869.08,3808.8
7626F391,2090,76PN852700445,2026-06-30 04:42:26,OIS00014,GNRUCC,3876.82,3798.95
7626F391,2090,76PN852700446,2026-06-30 04:42:26,OIS00014,GNRUCC,3872.26,3792.87
7626F391,2090,76PN852700447,2026-06-30 04:42:26,OIS00014,GNRUCC,3869.98,3803.9
7626F391,2090,76PN852700448,2026-06-30 04:42:26,OIS00014,GNRUCC,3872.19,3798.09
7626F391,2090,76PN852700449,2026-06-30 04:42:26,OIS00014,GNRUCC,3871.52,3779.43
7626F391,2090,76PN852700450,2026-06-30 04:42:26,OIS00014,GNRUCC,3864.94,3795.34
7626F391,2090,76PN852700451,2026-06-30 04:42:26,OIS00014,GNRUCC,3873.74,3787.27
7626F391,2090,76PN852700452,2026-06-30 04:42:26,OIS00014,GNRUCC,3885.42,3782.8
7626F391,2090,76PN852700453,2026-06-30 04:42:26,OIS00014,GNRUCC,3861.24,3810.43
7626F391,2090,76PN852700454,2026-06-30 04:42:26,OIS00014,GNRUCC,3875.81,3788.18
7626F391,2090,76PN852700455,2026-06-30 04:42:26,OIS00014,GNRUCC,3879.2,3791.25
7626F391,2090,76PN852700456,2026-06-30 04:42:26,OIS00014,GNRUCC,3881.95,3824.99
7626F391,2090,76PN852700457,2026-06-30 04:42:26,OIS00014,GNRUCC,3871.69,3789.3
7626F391,2090,76PN852700458,2026-06-30 04:42:26,OIS00014,GNRUCC,3898.23,3797.21
7626F391,2090,76PN852700459,2026-06-30 04:42:26,OIS00014,GNRUCC,3878.32,3809.8
7626F391,2090,76PN852700460,2026-06-30 04:42:26,OIS00014,GNRUCC,3886.17,3804.54
7626F391,2090,76PN852700461,2026-06-30 04:42:26,OIS00014,GNRUCC,3889.03,3798.3
7626F391,2090,76PN852700462,2026-06-30 04:42:26,OIS00014,GNRUCC,3883.68,3798.86
7626F391,2090,76PN852700463,2026-06-30 04:42:26,OIS00014,GNRUCC,3875.81,3788.82
7626F391,2090,76PN852700464,2026-06-30 04:42:26,OIS00014,GNRUCC,3885.37,3808.46
7626F391,2090,76PN852700465,2026-06-30 04:42:26,OIS00014,GNRUCC,3892.53,3812.87
7626F391,2090,76PN852700466,2026-06-30 04:42:26,OIS00014,GNRUCC,3883.04,3796.82
7626F391,2090,76PN852700467,2026-06-30 04:42:26,OIS00014,GNRUCC,3878.37,3793.66
7626F391,2090,76PN852700468,2026-06-30 04:42:26,OIS00014,GNRUCC,3859.29,3809.76
7626F391,2090,76PN852700469,2026-06-30 04:42:26,OIS00014,GNRUCC,3857.44,3787.58
7626F391,2090,76PN852700470,2026-06-30 04:42:26,OIS00014,GNRUCC,3871.03,3788.35
7626F391,2090,76PN852700471,2026-06-30 04:42:26,OIS00014,GNRUCC,3833.69,3778.79
7626F391,2090,76PN852700472,2026-06-30 04:42:26,OIS00014,GNRUCC,3871.56,3786.44
7626F391,2090,76PN852700473,2026-06-30 04:42:26,OIS00014,GNRUCC,3894.12,3787.12
7626F391,2090,76PN852700474,2026-06-30 04:42:26,OIS00014,GNRUCC,3867.67,3791.27
7626F391,2090,76PN852700475,2026-06-30 04:42:26,OIS00014,GNRUCC,3862.33,3790.42
7626F391,2090,76PN852700476,2026-06-30 04:42:26,OIS00014,GNRUCC,3865.67,3784.01
7626F391,2090,76PN852700477,2026-06-30 04:42:26,OIS00014,GNRUCC,3890.59,3796.9
7626F391,2090,76PN852700478,2026-06-30 04:42:26,OIS00014,GNRUCC,3900.42,3791.52
7626F391,2090,76PN852700479,2026-06-30 04:42:26,OIS00014,GNRUCC,3893.81,3799.34
7626F391,2090,76PN852700480,2026-06-30 04:42:26,OIS00014,GNRUCC,3858.34,3796.96
7626F391,2090,76PN852700481,2026-06-30 04:42:26,OIS00014,GNRUCC,3883.83,3776
7626F391,2090,76PN852700482,2026-06-30 04:42:26,OIS00014,GNRUCC,3886.8,3777.36
7626F391,2090,76PN852700483,2026-06-30 04:42:26,OIS00014,GNRUCC,3857.26,3792.74
7626F391,2090,76PN852700484,2026-06-30 04:42:26,OIS00014,GNRUCC,3878.43,3787.04
7626F391,2090,76PN852700485,2026-06-30 04:42:26,OIS00014,GNRUCC,3880.03,3793.67
7626F391,2090,76PN852700486,2026-06-30 04:42:26,OIS00014,GNRUCC,3885.14,3795.22
7626F391,2090,76PN852700487,2026-06-30 04:42:26,OIS00014,GNRUCC,3876.6,3781.21
7626F391,2090,76PN852700488,2026-06-30 04:42:26,OIS00014,GNRUCC,3871.32,3801.46
7626F391,2090,76PN852700489,2026-06-30 04:42:26,OIS00014,GNRUCC,3871.19,3812.96
7626F391,2090,76PN852700490,2026-06-30 04:42:26,OIS00014,GNRUCC,3870.06,3789.34
7626F391,2090,76PN852700491,2026-06-30 04:42:26,OIS00014,GNRUCC,3879.23,3800.43
7626F391,2090,76PN852700492,2026-06-30 04:42:26,OIS00014,GNRUCC,3864.99,3808.25
7626F391,2090,76PN852700493,2026-06-30 04:42:26,OIS00014,GNRUCC,3872.87,3809.17
7626F391,2090,76PN852700494,2026-06-30 04:42:26,OIS00014,GNRUCC,3857.55,3789.03
7626F391,2090,76PN852700495,2026-06-30 04:42:26,OIS00014,GNRUCC,3855.47,3811.74
7626F391,2090,76PN852700496,2026-06-30 04:42:26,OIS00014,GNRUCC,3857,3786.39
7626F391,2090,76PN852700497,2026-06-30 04:42:26,OIS00014,GNRUCC,3889.74,3778.64
7626F391,2090,76PN852700498,2026-06-30 04:42:26,OIS00014,GNRUCC,3868,3808.69
7626F391,2090,76PN852700499,2026-06-30 04:42:26,OIS00014,GNRUCC,3865.21,3793.76
7626F391,2090,76PN852700500,2026-06-30 04:42:26,OIS00014,GNRUCC,3886.57,3789.46
7626F391,2090,76PN852700501,2026-06-30 04:42:26,OIS00014,GNRUCC,3859.28,3812.29
7626F391,2090,76PN852700502,2026-06-30 04:42:26,OIS00014,GNRUCC,3879,3782.08
7626F391,2090,76PN852700503,2026-06-30 04:42:26,OIS00014,GNRUCC,3886.36,3784.18
7626F391,2090,76PN852700504,2026-06-30 04:42:26,OIS00014,GNRUCC,3855.7,3789.98
7626F391,2090,76PN852700505,2026-06-30 04:42:26,OIS00014,GNRUCC,3862.25,3794.02
7626F391,2090,76PN852700506,2026-06-30 04:42:26,OIS00014,GNRUCC,3883.29,3793.86
7626F391,2090,76PN852700507,2026-06-30 04:42:26,OIS00014,GNRUCC,3875.97,3800.96
7626F391,2090,76PN852700508,2026-06-30 04:42:26,OIS00014,GNRUCC,3876.8,3794
7626F391,2090,76PN852700509,2026-06-30 04:42:26,OIS00014,GNRUCC,3887.6,3807.68
