startts,utc,sfolder,tzone,fac,mars,marsn,rims,eims,aries,oasys,mongo,mms,mmsi,toollog,vfmars,vfaries,vfmongo,csrpath,mmspath,mippath,tzs,lurl,usecsr,usemms,underdev,csrv,mmsv,irepop
2026-26-06 12:09:01,~3,ICMPCS_SUBPLANE_CSR_DLA,+08:00,A15,KM.[A15_PROD_21.].MARS,A15_PROD_21,KM.[A15_PROD_28.].MARS,KM.[A15_PROD_27.].MARS,KM.ARIES,KM.OASYS,KM.DVI2.MODS.MONGO,KM.MMS,KM.I.MMS,\\kmfile6.kssm.intel.com\ToolLog\Logs\A15,"ATD.[A43_Prod_0.].MARS,CD.[A48_PROD_21.].MARS,KM.[A15_PROD_21.].MARS,PG.[A12_PROD_0.].MARS,VN.[A90_PROD_21.].MARS","ATD.ARIES,CD.ARIES,KM.ARIES,PG.ARIES,VN.ARIES",ATD.I.MONGO3,\\kmfile6.kssm.intel.com\sh_shares\icatch\csr,\\kmfile5.kssm.intel.com\MMS\SignalTracer\Alarm,\\kmfile5.kssm.intel.com\MMS\SignalTracer\ICMPCS,8,https://km.lamas.intel.com,Y,Y,Y,IGNORE,IGNORE,\\AZATSHFS.intel.com\AZATAnalysis$\MAOATM\Config\VF_POR_Cfg\ICM_PCS
