facility,lot,operation,test_end_date,tester_id,program_name,prodgroup3,visual_id,tray_or_carrier_id,ws_loss_code,carrier_x,carrier_y,lane_number,subplaneanglex,subplaneangley
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101842,45,,2,1,2,-81.9854,-44.7277
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101843,42,,3,2,2,67.6616,82.1333
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101844,42,,6,0,2,-284.391,-8.16202
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101845,42,,4,0,2,-45.2511,-75.7065
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101846,42,,5,0,2,-68.4733,-163.822
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101847,42,,4,2,2,-62.6845,162.274
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101848,42,,2,2,2,-9.35991,57.7196
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101849,56,,6,1,2,-159.971,13.5392
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101850,44,,3,2,2,-16.2811,131.796
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101851,56,,4,1,2,10.6995,57.9559
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101852,44,,0,2,2,93.77,259.975
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101853,44,,4,2,2,-28.1378,153.671
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101854,56,,5,1,2,-179.353,38.9366
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101855,44,,1,0,2,-56.3468,-292.856
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101856,44,,4,0,2,20.5032,-178.632
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101857,44,,0,0,2,168.476,-188.606
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101858,45,,3,1,2,16.7808,57.5144
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101859,45,,3,2,2,70.0382,68.3487
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101860,45,,5,1,2,-303.908,62.8069
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101861,45,,6,1,2,-259.586,50.3383
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101862,45,,4,0,2,-44.5894,5.1802
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101863,45,,4,1,2,-74.5165,21.721
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101864,44,,2,2,2,-65.8279,70.9589
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101865,45,,5,0,2,-144.152,-92.9815
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101866,44,,3,0,2,-22.2405,-212.253
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101867,44,,1,2,2,-60.7692,262.179
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101868,45,,2,2,2,11.9876,106.836
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101869,44,,2,0,2,-65.7801,-185.767
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101870,49,,3,1,2,80.1657,-39.8019
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101871,56,,4,2,2,6.10844,245.438
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101872,49,,4,1,2,-.749178,-52.7916
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101873,49,,6,1,2,-92.236,-20.2113
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101874,56,,3,0,2,124.092,-132.49
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101875,48,,3,0,2,124.99,-166.697
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101876,48,,2,2,2,30.4665,-24.6785
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101877,56,,4,0,2,-59.2111,-9.8766
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101878,48,,2,0,2,59.4239,-74.2322
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101879,48,,1,2,2,-115.414,88.2005
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101880,56,,3,1,2,15.3134,66.3729
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101881,48,,3,2,2,48.5725,118.223
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101882,48,,4,2,2,-52.0445,94.2869
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101883,56,,2,1,2,109.498,-27.4324
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101884,48,,4,0,2,21.0259,-89.3275
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101885,56,,6,2,2,-128.701,133.095
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101886,56,,1,1,2,162.929,-45.1136
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101887,56,,5,0,2,-63.1246,-61.6622
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101888,56,,6,0,2,-131.424,-.259423
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101889,56,,0,1,2,313.395,-39.1653
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101890,56,,5,2,2,-155.201,241.459
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101891,45,,0,2,2,-165.553,135.929
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101892,49,,6,2,2,-21.4331,163.892
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101893,48,,6,1,2,-146.642,-33.5287
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101894,49,,3,2,2,52.1139,83.4588
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101895,49,,1,1,2,35.4317,-74.1902
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101896,45,,1,0,2,16.7702,-105.241
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101897,49,,5,0,2,38.3737,-259.536
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101898,49,,2,1,2,-126.654,-90.597
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101899,49,,4,0,2,55.54,-69.597
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101900,49,,1,2,2,-36.0237,125.82
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101901,48,,0,2,2,50.5534,44.3263
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101902,49,,2,2,2,-49.0112,-12.0757
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101903,49,,3,0,2,-6.03436,-135.87
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101904,48,,0,0,2,-23.7831,-131.068
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101905,49,,2,0,2,-62.584,-18.7388
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101906,49,,5,2,2,-14.4358,186.681
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101907,48,,1,0,2,-58.9755,-99.8819
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101908,49,,0,1,2,132.203,-55.4606
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101909,49,,4,2,2,48.1431,145.75
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101910,49,,5,1,2,-186.656,-32.0266
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101911,49,,6,0,2,-152.941,-151.343
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101912,28,,3,1,2,111.178,-21.02
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101913,48,,5,2,2,-44.2977,222.259
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101914,28,,4,1,2,-61.259,37.6772
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101915,28,,6,1,2,-171.879,53.4963
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101916,48,,5,0,2,2.19375,-258.697
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101917,26,,3,0,2,20.0734,-174.544
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101918,26,,2,2,2,-63.9971,57.8915
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101919,48,,6,0,2,-110.48,-148.144
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101920,26,,2,0,2,4.94051,-87.7702
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101921,26,,1,2,2,21.9701,202.912
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101922,45,,0,0,2,-4.25172,-20.3711
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101923,26,,3,2,2,58.6068,244.689
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101924,26,,4,2,2,-41.1522,248.856
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101925,48,,4,1,2,51.5169,-109.857
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101926,26,,4,0,2,-33.9538,-52.7733
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101927,48,,0,1,2,126.891,-78.721
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101928,48,,5,1,2,-149.615,-75.1449
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101929,48,,1,1,2,-55.3667,-140.019
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101930,48,,3,1,2,19.0715,-84.7474
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101931,48,,2,1,2,-9.43715,-135.534
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101932,48,,6,2,2,-91.3306,152.982
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101933,39,,6,1,2,-209.773,50.1974
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101934,35,,2,2,1,-29.8955,98.4681
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101935,39,,4,1,2,-20.7889,38.6121
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101936,37,,5,1,1,-301.705,-24.2608
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101937,35,,3,2,1,-62.4386,134.93
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101938,39,,5,1,2,-175.826,16.2767
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101939,37,,6,1,1,-282.438,-31.1814
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101940,35,,2,0,1,-23.5421,-56.2472
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101941,37,,4,1,1,8.3671,-6.94911
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101942,37,,1,1,1,124.24,-85.1298
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101943,26,,0,2,2,186.037,245.87
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101944,37,,3,1,1,60.9107,47.003
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101945,37,,2,1,1,-51.0097,19.9276
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101946,26,,0,0,2,152.161,-157.86
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101947,37,,0,1,1,72.8124,-17.687
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101948,35,,1,2,1,-40.0361,152.171
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101949,26,,1,0,2,-8.21038,-241.587
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101950,35,,1,0,1,-79.7382,-44.564
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101951,35,,0,2,1,87.2235,205.272
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101952,28,,5,1,2,-247.911,18.1035
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5101953,35,,0,0,1,32.5513,-35.6284
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102164,1,,2,0,1,-57.4126,-31.0764
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102165,20,,6,1,1,-247.068,-45.4409
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102166,1,,2,2,1,-41.9488,124.405
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102167,20,,0,1,1,187.312,18.9158
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102168,5,,0,2,2,-25.7361,114.745
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102169,1,,2,1,1,-40.7813,-26.35
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102170,20,,3,1,1,134.195,42.5737
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102171,5,,1,0,2,21.5963,-120.098
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102172,20,,1,1,1,67.2768,-15.3387
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102173,20,,5,2,1,-41.6163,216.193
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102174,53,,0,2,1,-2.6085,92.9611
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102175,20,,6,2,1,-16.5682,123.366
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102176,20,,6,0,1,67.73,-169.299
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102177,53,,0,0,1,-51.952,18.4088
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102178,20,,5,0,1,-8.16431,-250.731
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102179,20,,4,1,1,87.6869,-.651866
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102180,53,,1,0,1,-24.4863,-116.98
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102181,5,,0,0,2,135.742,-78.9289
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102182,20,,2,1,1,-96.6853,-19.8966
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102183,55,,5,1,1,-220.847,13.819
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102184,20,,5,1,1,-122.331,-2.78418
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102185,22,,3,1,2,107.563,-15.8799
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102186,1,,0,1,1,170.865,-24.7353
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102187,22,,4,1,2,-16.3083,-45.687
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102188,22,,6,1,2,-169.745,9.17708
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102189,1,,6,0,1,-70.5977,-76.7424
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102190,20,,3,0,1,-17.3724,-108.873
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102191,20,,2,2,1,-52.0962,124.667
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102192,1,,5,1,1,-201.356,-47.9986
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102193,20,,2,0,1,-97.1723,-52.5845
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102194,20,,1,2,1,-51.1697,199.337
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102195,1,,3,0,1,32.2301,-220.802
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102196,20,,3,2,1,55.854,97.0356
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102197,20,,4,2,1,-48.1842,143.343
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102198,1,,3,2,1,-86.2626,208.57
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102199,20,,4,0,1,-2.4768,-281.73
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102200,1,,4,2,1,52.6226,203.499
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102201,1,,3,1,1,60.1138,-3.4926
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102202,1,,5,0,1,-22.7012,-304.03
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102203,1,,4,1,1,113.317,-51.6935
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102204,1,,4,0,1,41.1004,-101.382
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102205,1,,5,2,1,-98.288,299.801
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102206,22,,0,2,2,78.8243,88.6286
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102207,2,,2,2,1,-24.9352,33.8778
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102208,13,,6,1,1,-282.505,-17.3268
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102209,16,,5,1,1,-128.331,-35.5292
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102210,2,,3,2,1,100.282,91.5993
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102211,22,,1,0,2,14.3122,-258.207
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102212,16,,6,1,1,-141.577,-27.7913
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102213,2,,2,0,1,-17.699,94.9396
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102214,16,,4,1,1,-10.6904,-32.0868
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102215,16,,1,1,1,29.7887,-10.3308
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102216,20,,0,2,1,57.8782,241.736
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102217,16,,3,1,1,39.8089,-33.0055
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102218,16,,2,1,1,83.7755,-3.18822
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102219,20,,0,0,1,72.7923,-63.4139
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102220,16,,0,1,1,97.9982,22.1928
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102221,2,,1,2,1,-13.7638,83.7659
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102222,20,,1,0,1,-62.8546,-190.782
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102223,2,,1,0,1,-37.1505,-61.9733
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102224,2,,0,2,1,7.0532,131.593
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102225,22,,5,1,2,-145.29,4.25115
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102226,2,,0,0,1,68.2207,19.8239
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102227,7,,1,1,2,185.98,-116.556
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102228,13,,5,2,1,-113.889,260.598
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102229,7,,0,1,2,202.47,-134.818
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102230,7,,2,1,2,-123.175,-51.7148
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102231,13,,5,0,1,-61.251,-206.399
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102232,17,,1,0,1,-8.47182,22.8247
A15,7627F110,1960,2026-07-07 09:09:45,OIS00003,BROADWELLDENS_OIS1,HWL,765W4K5102233,17,,1,2,1,87.0482,41.0556
