lot,operation,visual_id,test_end_date,tester_id,prodgroup3,bincode
7626F391,2090,76PN852700439,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700440,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700441,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700442,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700443,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700444,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700445,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700446,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700447,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700448,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700449,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700450,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700451,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700452,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700453,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700454,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700455,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700456,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700457,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700458,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700459,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700460,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700461,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700462,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700463,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700464,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700465,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700466,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700467,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700468,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700469,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700470,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700471,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700472,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700473,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700474,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700475,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700476,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700477,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700478,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700479,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700480,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700481,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700482,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700483,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700484,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700485,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700486,2026-06-30 04:42:26,OIS00014,GNRUCC,4
7626F391,2090,76PN852700487,2026-06-30 04:42:26,OIS00014,GNRUCC,4
