environment_name,module_name,pcg,site_name,entity,recipe_version,pcg_1,parameter_name,parameter_value,entity_1,link,operation,site,pcg_op
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00009,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00009,A90_TCB203,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00010,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00010,A90_TCB203,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00011,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00011,A90_TCB203,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00012,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00012,A90_TCB203,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00013,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00013,A90_TCB204,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00014,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00014,A90_TCB204,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00015,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00015,A90_TCB204,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00016,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00016,A90_TCB204,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00017,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00017,A90_TCB205,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00018,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00018,A90_TCB205,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00019,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00019,A90_TCB205,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00020,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00020,A90_TCB205,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00021,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00021,A90_TCB206,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00022,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00022,A90_TCB206,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00023,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00023,A90_TCB206,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00024,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00024,A90_TCB206,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00025,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00025,A90_TCB207,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00026,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00026,A90_TCB207,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00027,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00027,A90_TCB207,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00028,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00028,A90_TCB207,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00029,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00029,A90_TCB208,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00030,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00030,A90_TCB208,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00031,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00031,A90_TCB208,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00032,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00032,A90_TCB208,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00033,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00033,A90_TCB209,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00034,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00034,A90_TCB209,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00035,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00035,A90_TCB209,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00036,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00036,A90_TCB209,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00037,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00037,A90_TCB210,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00038,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00038,A90_TCB210,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00039,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00039,A90_TCB210,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00040,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00040,A90_TCB210,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00045,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00045,A90_TCB220,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00046,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00046,A90_TCB220,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00047,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00047,A90_TCB220,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00048,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00048,A90_TCB220,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00069,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00069,A90_TCB219,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00070,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00070,A90_TCB219,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00071,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00071,A90_TCB219,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00072,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00072,A90_TCB219,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00093,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00093,A90_TCB213,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00094,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00094,A90_TCB213,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00095,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00095,A90_TCB213,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00096,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00096,A90_TCB213,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00097,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00097,A90_TCB214,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00098,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00098,A90_TCB214,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00099,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00099,A90_TCB214,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00100,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00100,A90_TCB214,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00118,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00118,A90_TCB217,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00119,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00119,A90_TCB217,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00120,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00120,A90_TCB217,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00121,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00121,A90_TCB217,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00122,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00122,A90_TCB216,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00123,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00123,A90_TCB216,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00124,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00124,A90_TCB216,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL P282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00125,129,ADL P282,POST_LOT_TEST_PLAN,74_ADL_P282_TCB_DCP,A90_AFB00125,A90_TCB216,1204,A90,ADL P282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A48_AFB70005,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A48_AFB70005,A48_TCB711,1204,A48,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A48_AFB70006,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A48_AFB70006,A48_TCB711,1204,A48,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A48_AFB70007,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A48_AFB70007,A48_TCB711,1204,A48,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A48_AFB70008,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A48_AFB70008,A48_TCB711,1204,A48,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00009,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00009,A90_TCB203,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00010,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00010,A90_TCB203,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00011,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00011,A90_TCB203,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00012,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00012,A90_TCB203,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00017,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00017,A90_TCB205,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00018,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00018,A90_TCB205,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00019,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00019,A90_TCB205,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00020,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00020,A90_TCB205,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00081,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00081,A90_TCB215,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00082,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00082,A90_TCB215,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00114,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00114,A90_TCB218,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00115,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00115,A90_TCB218,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00116,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00116,A90_TCB218,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL PS282,CHENGDU6;SAIGON;CHENGDU;,A90_AFB00117,34,ADL PS282,POST_LOT_TEST_PLAN,74_ADL_PS282_FAST_TCB_DCP,A90_AFB00117,A90_TCB218,1204,A90,ADL PS282_1204
PROD CPU,TCB,ADL S601,"PENANG;CHENGDU6;SAIGON;CHANDLER, ARIZONA;",A01_AFB81201,66,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A01_AFB81201,A01_TCB812,1204,A01,ADL S601_1204
PROD CPU,TCB,ADL S601,"PENANG;CHENGDU6;SAIGON;CHANDLER, ARIZONA;",A01_AFB81202,66,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A01_AFB81202,A01_TCB812,1204,A01,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A48_ACB70009,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70009,A48_TCB703,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A48_ACB70010,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70010,A48_TCB703,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A48_ACB70011,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70011,A48_TCB703,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A48_ACB70012,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70012,A48_TCB703,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_ACB70025,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70025,A48_TCB707,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_ACB70026,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70026,A48_TCB707,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_ACB70027,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70027,A48_TCB707,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_ACB70028,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70028,A48_TCB707,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_ACB70033,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70033,A48_TCB709,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_ACB70034,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70034,A48_TCB709,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_ACB70035,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70035,A48_TCB709,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_ACB70036,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_ACB70036,A48_TCB709,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_AFB70005,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_AFB70005,A48_TCB711,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_AFB70006,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_AFB70006,A48_TCB711,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_AFB70007,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_AFB70007,A48_TCB711,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_AFB70008,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_AFB70008,A48_TCB711,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_AFB70017,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_AFB70017,A48_TCB713,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_AFB70018,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_AFB70018,A48_TCB713,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_AFB70019,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_AFB70019,A48_TCB713,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6,A48_AFB70020,112,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A48_AFB70020,A48_TCB713,1204,A48,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00009,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00009,A90_TCB203,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00010,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00010,A90_TCB203,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00011,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00011,A90_TCB203,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00012,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00012,A90_TCB203,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00013,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00013,A90_TCB204,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00014,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00014,A90_TCB204,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00015,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00015,A90_TCB204,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00016,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00016,A90_TCB204,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00017,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00017,A90_TCB205,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00018,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00018,A90_TCB205,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00019,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00019,A90_TCB205,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00020,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00020,A90_TCB205,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00021,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00021,A90_TCB206,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00022,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00022,A90_TCB206,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00023,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00023,A90_TCB206,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00024,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00024,A90_TCB206,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00025,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00025,A90_TCB207,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00026,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00026,A90_TCB207,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00027,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00027,A90_TCB207,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00028,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00028,A90_TCB207,1204,A90,ADL S601_1204
PROD CPU,TCB,ADL S601,CHENGDU6;SAIGON;,A90_AFB00029,111,ADL S601,POST_LOT_TEST_PLAN,74_ADL_S601_TCB_DCP,A90_AFB00029,A90_TCB208,1204,A90,ADL S601_1204
