LOT,DUMMY,prodgroup3,DLA_operation,lot_1,Current_operation,movedin,Lot_MVIN_CURE,movein_date,entity,facility,visual_id,bond_station,carrier_x,carrier_y,onrework,onhold,route,quantity,sub_plane_x,sub_plane_y,lower_x_limit,upper_x_limit,lower_y_limit,upper_y_limit,entity_bs_x_y
DUMMY,DUMMY,,,,,,,,,,,,,,,,,,,,,,,,
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74NX352601264,3,2,0,N,N,SHD-APO01,1079,194.045,611.535,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74NX352601274,3,2,0,N,N,SHD-APO01,1079,148.282,643.995,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74NX352601294,3,2,0,N,N,SHD-APO01,1079,105.513,609.265,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74NX352601304,3,2,0,N,N,SHD-APO01,1079,39.0789,616.303,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74NX352601314,3,2,0,N,N,SHD-APO01,1079,97.6203,602.644,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74NX352601353,3,2,0,N,N,SHD-APO01,1079,141.303,602.027,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74NX352601364,3,2,0,N,N,SHD-APO01,1079,146.533,654.712,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74NX352601444,3,2,0,N,N,SHD-APO01,1079,109.93,718.81,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74TS657600357,3,2,0,N,N,SHD-APO01,1079,138.587,609.947,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74TS657600535,3,2,0,N,N,SHD-APO01,1079,158.446,600.916,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74TS657600547,3,2,0,N,N,SHD-APO01,1079,73.6771,606.439,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74TS657600627,3,2,0,N,N,SHD-APO01,1079,65.9369,600.486,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74TS657600965,3,2,0,N,N,SHD-APO01,1079,134.509,608.978,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7408D370,,SHD,1960,7408D370,2171,N,Y,,DIA001,A15,74TS657600985,3,2,0,N,N,SHD-APO01,1079,127.274,639.93,-300.0,300.0,-600.0,600.0,7408D370_DIA001_3_2_0
7415F922,,SHD,1960,7415F922,2171,Y,Y,,DIA001,A15,74XK441000266,4,2,0,N,N,SHD-APO01,1046,86.2818,608.964,-300.0,300.0,-600.0,600.0,7415F922_DIA001_4_2_0
7415F871,,SHD,1960,7415F871,2171,N,Y,,DIA001,A15,74WK260801003,3,2,0,N,N,SHD-APO01,620,160.919,665.906,-300.0,300.0,-600.0,600.0,7415F871_DIA001_3_2_0
7415F871,,SHD,1960,7415F871,2171,N,Y,,DIA001,A15,74WK260801164,3,2,0,N,N,SHD-APO01,620,145.943,626.859,-300.0,300.0,-600.0,600.0,7415F871_DIA001_3_2_0
7415F797,,SHD,1960,7415F797,1440,N,Y,,DIA001,A15,74WK260801328,1,1,0,N,N,SHD-APO01,629,-103.107,614.52,-300.0,300.0,-600.0,600.0,7415F797_DIA001_1_1_0
7415F959,,SHD,1960,7415F959,2171,Y,Y,,DIA001,A15,74XK441000416,1,2,0,N,N,SHD-APO01,1077,53.499,706.107,-300.0,300.0,-600.0,600.0,7415F959_DIA001_1_2_0
7415F959,,SHD,1960,7415F959,2171,Y,Y,,DIA001,A15,74XK441001106,3,2,0,N,N,SHD-APO01,1077,60.1445,620.838,-300.0,300.0,-600.0,600.0,7415F959_DIA001_3_2_0
7415F959,,SHD,1960,7415F959,2171,Y,Y,,DIA001,A15,74XK441001366,4,2,0,N,N,SHD-APO01,1077,129.998,612.061,-300.0,300.0,-600.0,600.0,7415F959_DIA001_4_2_0
7416D875,,SHD,1960,7416D875,2171,N,Y,,DIA001,A15,743C6S6600382,1,2,0,N,N,SHD-APO01,457,146.118,665.772,-300.0,300.0,-600.0,600.0,7416D875_DIA001_1_2_0
7416D875,,SHD,1960,7416D875,2171,N,Y,,DIA001,A15,74XK441001145,1,2,0,N,N,SHD-APO01,457,138.704,637.229,-300.0,300.0,-600.0,600.0,7416D875_DIA001_1_2_0
7416D916,,SHD,1960,7416D916,1440,N,Y,,DIA001,A15,74RK671300282,1,2,0,N,N,SHD-APO01,864,120.442,658.691,-300.0,300.0,-600.0,600.0,7416D916_DIA001_1_2_0
7416D916,,SHD,1960,7416D916,1440,N,Y,,DIA001,A15,74RK671300375,1,2,0,N,N,SHD-APO01,864,116.182,671.879,-300.0,300.0,-600.0,600.0,7416D916_DIA001_1_2_0
7416D916,,SHD,1960,7416D916,1440,N,Y,,DIA001,A15,74RK671300685,1,2,0,N,N,SHD-APO01,864,89.425,601.404,-300.0,300.0,-600.0,600.0,7416D916_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6600206,1,2,0,N,N,SHD-APO01,1000,65.0518,617.268,-300.0,300.0,-600.0,600.0,7416F009_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6600596,1,2,0,N,N,SHD-APO01,1000,132.099,628.15,-300.0,300.0,-600.0,600.0,7416F009_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6600650,1,2,0,N,N,SHD-APO01,1000,127.382,633.191,-300.0,300.0,-600.0,600.0,7416F009_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6600726,1,2,0,N,N,SHD-APO01,1000,38.676,607.741,-300.0,300.0,-600.0,600.0,7416F009_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6600770,1,2,0,N,N,SHD-APO01,1000,102.293,659.79,-300.0,300.0,-600.0,600.0,7416F009_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6602421,1,2,0,N,N,SHD-APO01,1000,160.905,692.918,-300.0,300.0,-600.0,600.0,7416F009_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6602457,1,2,0,N,N,SHD-APO01,1000,50.7052,627.989,-300.0,300.0,-600.0,600.0,7416F009_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6602511,1,2,0,N,N,SHD-APO01,1000,79.6395,651.434,-300.0,300.0,-600.0,600.0,7416F009_DIA001_1_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6601391,2,2,0,N,N,SHD-APO01,1000,118.068,605.995,-300.0,300.0,-600.0,600.0,7416F009_DIA001_2_2_0
7416F009,,SHD,1960,7416F009,2171,N,Y,,DIA001,A15,743C6S6602181,2,2,0,N,N,SHD-APO01,1000,125.325,622.252,-300.0,300.0,-600.0,600.0,7416F009_DIA001_2_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,,A15,744Y5E2600272,,1,0,N,N,GUC-ENG06A,336,-112.265,386.723,-200.0,200.0,-225.0,225.0,
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,,A15,74TH124800127,,1,0,N,N,GUC-ENG06A,336,-42.9329,385.515,-200.0,200.0,-225.0,225.0,
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,,A15,74TH124800128,,0,0,N,N,GUC-ENG06A,336,-238.425,397.627,-200.0,200.0,-225.0,225.0,
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,,A15,74TH124800132,,2,0,N,N,GUC-ENG06A,336,83.9144,259.003,-200.0,200.0,-225.0,225.0,
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600123,1,0,0,N,N,GUC-ENG06A,336,-269.926,413.934,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600243,1,0,0,N,N,GUC-ENG06A,336,-277.557,399.209,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600249,1,0,0,N,N,GUC-ENG06A,336,-200.56,392.12,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600252,1,0,0,N,N,GUC-ENG06A,336,-205.071,411.96,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800008,1,0,0,N,N,GUC-ENG06A,336,-223.208,390.23,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800056,1,0,0,N,N,GUC-ENG06A,336,-235.171,404.304,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800063,1,0,0,N,N,GUC-ENG06A,336,-256.042,417.574,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800069,1,0,0,N,N,GUC-ENG06A,336,-186.541,414.828,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800108,1,0,0,N,N,GUC-ENG06A,336,-240.807,402.901,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800134,1,0,0,N,N,GUC-ENG06A,336,-169.235,389.774,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800140,1,0,0,N,N,GUC-ENG06A,336,-289.04,400.664,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800171,1,0,0,N,N,GUC-ENG06A,336,-269.777,396.432,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800228,1,0,0,N,N,GUC-ENG06A,336,-165.161,415.442,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800746,1,0,0,N,N,GUC-ENG06A,336,-213.057,398.079,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800755,1,0,0,N,N,GUC-ENG06A,336,-292.596,388.521,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600128,1,1,0,N,N,GUC-ENG06A,336,-80.8887,386.494,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600248,1,1,0,N,N,GUC-ENG06A,336,-20.03,368.93,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600254,1,1,0,N,N,GUC-ENG06A,336,-76.2085,365.878,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600257,1,1,0,N,N,GUC-ENG06A,336,-55.064,374.09,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800007,1,1,0,N,N,GUC-ENG06A,336,-54.4765,369.482,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800057,1,1,0,N,N,GUC-ENG06A,336,-120.646,366.364,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800062,1,1,0,N,N,GUC-ENG06A,336,-47.7938,378.79,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800068,1,1,0,N,N,GUC-ENG06A,336,-102.913,365.195,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800107,1,1,0,N,N,GUC-ENG06A,336,-35.2387,357.942,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800133,1,1,0,N,N,GUC-ENG06A,336,-83.8345,360.556,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800139,1,1,0,N,N,GUC-ENG06A,336,-90.1048,374.611,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800170,1,1,0,N,N,GUC-ENG06A,336,-35.5005,360.135,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800227,1,1,0,N,N,GUC-ENG06A,336,-48.98,380.779,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800745,1,1,0,N,N,GUC-ENG06A,336,-85.1246,377.035,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800754,1,1,0,N,N,GUC-ENG06A,336,-72.0534,373.704,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600127,1,2,0,N,N,GUC-ENG06A,336,87.9787,245.344,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600247,1,2,0,N,N,GUC-ENG06A,336,19.5095,266.328,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600253,1,2,0,N,N,GUC-ENG06A,336,75.8141,262.195,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600256,1,2,0,N,N,GUC-ENG06A,336,104.28,265.643,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800012,1,2,0,N,N,GUC-ENG06A,336,86.4041,267.698,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800055,1,2,0,N,N,GUC-ENG06A,336,84.2776,252.476,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800061,1,2,0,N,N,GUC-ENG06A,336,117.649,277.286,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800067,1,2,0,N,N,GUC-ENG06A,336,73.6168,269.462,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800106,1,2,0,N,N,GUC-ENG06A,336,53.6608,261.343,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800138,1,2,0,N,N,GUC-ENG06A,336,82.2834,269.122,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800144,1,2,0,N,N,GUC-ENG06A,336,136.687,245.128,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800169,1,2,0,N,N,GUC-ENG06A,336,209.34,278.901,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800226,1,2,0,N,N,GUC-ENG06A,336,74.7915,247.367,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800744,1,2,0,N,N,GUC-ENG06A,336,105.784,231.945,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800753,1,2,0,N,N,GUC-ENG06A,336,105.68,262.184,-200.0,200.0,-225.0,225.0,7416F884_DIA015_1_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600117,3,0,0,N,N,GUC-ENG06A,336,-206.055,402.473,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600125,3,0,0,N,N,GUC-ENG06A,336,-191.173,380.851,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600126,3,0,0,N,N,GUC-ENG06A,336,-280.041,404.539,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600132,3,0,0,N,N,GUC-ENG06A,336,-346.406,234.283,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600246,3,0,0,N,N,GUC-ENG06A,336,-246.135,404.32,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600255,3,0,0,N,N,GUC-ENG06A,336,-156.192,407.578,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600258,3,0,0,N,N,GUC-ENG06A,336,-353.699,401.237,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800005,3,0,0,N,N,GUC-ENG06A,336,-139.657,400.984,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800030,3,0,0,N,N,GUC-ENG06A,336,-240.895,403.996,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800036,3,0,0,N,N,GUC-ENG06A,336,-156.292,416.326,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800059,3,0,0,N,N,GUC-ENG06A,336,-207.307,398.766,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800083,3,0,0,N,N,GUC-ENG06A,336,-267.515,400.137,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800143,3,0,0,N,N,GUC-ENG06A,336,-233.811,411.191,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800165,3,0,0,N,N,GUC-ENG06A,336,-253.081,383.466,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800200,3,0,0,N,N,GUC-ENG06A,336,-232.484,384.454,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800216,3,0,0,N,N,GUC-ENG06A,336,-262.411,402.113,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800760,3,0,0,N,N,GUC-ENG06A,336,-233.059,395.292,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800763,3,0,0,N,N,GUC-ENG06A,336,-222.655,402.482,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800769,3,0,0,N,N,GUC-ENG06A,336,-194.886,391.625,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_0_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600131,3,1,0,N,N,GUC-ENG06A,336,-117.595,367.533,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600137,3,1,0,N,N,GUC-ENG06A,336,-135.163,329.1,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600200,3,1,0,N,N,GUC-ENG06A,336,-28.0049,366.856,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600251,3,1,0,N,N,GUC-ENG06A,336,-10.0912,367.553,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600260,3,1,0,N,N,GUC-ENG06A,336,-93.8457,381.237,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600263,3,1,0,N,N,GUC-ENG06A,336,-96.3201,381.72,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800004,3,1,0,N,N,GUC-ENG06A,336,-82.9357,367.598,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800029,3,1,0,N,N,GUC-ENG06A,336,-43.6507,374.558,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800035,3,1,0,N,N,GUC-ENG06A,336,-33.2906,389.079,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800060,3,1,0,N,N,GUC-ENG06A,336,-126.843,397.811,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800082,3,1,0,N,N,GUC-ENG06A,336,-13.6372,372.52,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800110,3,1,0,N,N,GUC-ENG06A,336,49.7997,351.511,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800147,3,1,0,N,N,GUC-ENG06A,336,-42.1564,397.713,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800164,3,1,0,N,N,GUC-ENG06A,336,-36.5282,353.602,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800199,3,1,0,N,N,GUC-ENG06A,336,-86.0727,367.604,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800759,3,1,0,N,N,GUC-ENG06A,336,-26.3758,376.081,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800762,3,1,0,N,N,GUC-ENG06A,336,-49.8006,361.431,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800768,3,1,0,N,N,GUC-ENG06A,336,-81.169,376.879,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800772,3,1,0,N,N,GUC-ENG06A,336,-76.9548,379.14,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_1_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600124,3,2,0,N,N,GUC-ENG06A,336,73.2522,247.142,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600130,3,2,0,N,N,GUC-ENG06A,336,73.1731,247.863,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600136,3,2,0,N,N,GUC-ENG06A,336,113.931,257.551,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600199,3,2,0,N,N,GUC-ENG06A,336,231.981,261.933,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
