LOT,DUMMY,prodgroup3,DLA_operation,lot_1,Current_operation,movedin,Lot_MVIN_CURE,movein_date,entity,facility,visual_id,bond_station,carrier_x,carrier_y,onrework,onhold,route,quantity,sub_plane_x,sub_plane_y,lower_x_limit,upper_x_limit,lower_y_limit,upper_y_limit,entity_bs_x_y
DUMMY,DUMMY,,,,,,,,,,,,,,,,,,,,,,,,
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600250,3,2,0,N,N,GUC-ENG06A,336,41.2458,257.675,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600259,3,2,0,N,N,GUC-ENG06A,336,170.292,252.94,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,744Y5E2600262,3,2,0,N,N,GUC-ENG06A,336,135.339,244.876,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800009,3,2,0,N,N,GUC-ENG06A,336,72.2767,252.283,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800028,3,2,0,N,N,GUC-ENG06A,336,106.602,263.559,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800034,3,2,0,N,N,GUC-ENG06A,336,101.926,260.941,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800058,3,2,0,N,N,GUC-ENG06A,336,55.2506,235.206,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800087,3,2,0,N,N,GUC-ENG06A,336,114.85,241.953,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800109,3,2,0,N,N,GUC-ENG06A,336,137.257,254.159,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800142,3,2,0,N,N,GUC-ENG06A,336,255.651,251.191,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800163,3,2,0,N,N,GUC-ENG06A,336,51.7178,265.052,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800204,3,2,0,N,N,GUC-ENG06A,336,52.8126,245.114,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800764,3,2,0,N,N,GUC-ENG06A,336,74.2981,255.514,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800767,3,2,0,N,N,GUC-ENG06A,336,95.7225,274.494,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F884,,GNRUCC,2090,7416F884,4992,N,Y,,DIA015,A15,74TH124800773,3,2,0,N,N,GUC-ENG06A,336,126.276,277.899,-200.0,200.0,-225.0,225.0,7416F884_DIA015_3_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,,A15,74B3755P00097,,2,0,N,N,GUC-ENG06A,334,207.579,266.384,-200.0,200.0,-225.0,225.0,
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,,A15,74B3755P00098,,1,0,N,N,GUC-ENG06A,334,-23.8101,366.245,-200.0,200.0,-225.0,225.0,
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,,A15,74B3755P00157,,2,0,N,N,GUC-ENG06A,334,173.687,263.387,-200.0,200.0,-225.0,225.0,
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,,A15,74B3755P00158,,1,0,N,N,GUC-ENG06A,334,-12.9931,363.396,-200.0,200.0,-225.0,225.0,
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,,A15,74B3755P00159,,0,0,N,N,GUC-ENG06A,334,-228.439,375.165,-200.0,200.0,-225.0,225.0,
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,,A15,74B3755P00196,,2,0,N,N,GUC-ENG06A,334,153.511,243.714,-200.0,200.0,-225.0,225.0,
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,,A15,74B3755P00197,,1,0,N,N,GUC-ENG06A,334,-46.8891,362.909,-200.0,200.0,-225.0,225.0,
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300150,1,0,0,N,N,GUC-ENG06A,334,-199.807,411.914,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300159,1,0,0,N,N,GUC-ENG06A,334,-203.551,407.456,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300165,1,0,0,N,N,GUC-ENG06A,334,-191.391,400.565,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300194,1,0,0,N,N,GUC-ENG06A,334,-299.447,407.339,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300200,1,0,0,N,N,GUC-ENG06A,334,-236.63,390.166,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00009,1,0,0,N,N,GUC-ENG06A,334,-268.274,400.556,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00015,1,0,0,N,N,GUC-ENG06A,334,-178.368,406.688,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00021,1,0,0,N,N,GUC-ENG06A,334,-257.505,401.104,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00034,1,0,0,N,N,GUC-ENG06A,334,-316.176,404.167,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00043,1,0,0,N,N,GUC-ENG06A,334,-253.13,417.794,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00045,1,0,0,N,N,GUC-ENG06A,334,-263.749,405.565,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00048,1,0,0,N,N,GUC-ENG06A,334,-254.911,386.261,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00079,1,0,0,N,N,GUC-ENG06A,334,-212.367,413.12,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00095,1,0,0,N,N,GUC-ENG06A,334,-280.938,390.352,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00107,1,0,0,N,N,GUC-ENG06A,334,-218.623,417.568,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00115,1,0,0,N,N,GUC-ENG06A,334,-297.028,395.114,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00128,1,0,0,N,N,GUC-ENG06A,334,-217.588,422.27,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00147,1,0,0,N,N,GUC-ENG06A,334,-292.868,402.741,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00150,1,0,0,N,N,GUC-ENG06A,334,-262.269,399.928,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00167,1,0,0,N,N,GUC-ENG06A,334,-261.709,378.434,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00183,1,0,0,N,N,GUC-ENG06A,334,-186.424,396.867,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74TH124800049,1,0,0,N,N,GUC-ENG06A,334,-238.227,380.247,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74TH124800073,1,0,0,N,N,GUC-ENG06A,334,-293.349,386.689,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300108,1,1,0,N,N,GUC-ENG06A,334,-17.277,384.08,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300109,1,1,0,N,N,GUC-ENG06A,334,-120.049,383.085,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300114,1,1,0,N,N,GUC-ENG06A,334,-70.4896,379.023,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300135,1,1,0,N,N,GUC-ENG06A,334,-43.5365,347.9,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300149,1,1,0,N,N,GUC-ENG06A,334,-113.357,379.299,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300158,1,1,0,N,N,GUC-ENG06A,334,-71.5136,379.908,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300164,1,1,0,N,N,GUC-ENG06A,334,-79.5167,365.328,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300193,1,1,0,N,N,GUC-ENG06A,334,-43.0918,358.495,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300208,1,1,0,N,N,GUC-ENG06A,334,-65.8377,372.816,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00006,1,1,0,N,N,GUC-ENG06A,334,-48.9145,362.674,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00008,1,1,0,N,N,GUC-ENG06A,334,-118.231,366.547,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00014,1,1,0,N,N,GUC-ENG06A,334,-112.058,366.983,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00064,1,1,0,N,N,GUC-ENG06A,334,-89.239,378.996,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00093,1,1,0,N,N,GUC-ENG06A,334,-28.6028,349.923,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00099,1,1,0,N,N,GUC-ENG06A,334,-63.1259,367.247,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00127,1,1,0,N,N,GUC-ENG06A,334,-75.4543,366.451,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00160,1,1,0,N,N,GUC-ENG06A,334,-69.7354,364.967,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00166,1,1,0,N,N,GUC-ENG06A,334,-52.5266,370.846,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00177,1,1,0,N,N,GUC-ENG06A,334,-29.9904,340.184,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00190,1,1,0,N,N,GUC-ENG06A,334,-116.395,372.024,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00195,1,1,0,N,N,GUC-ENG06A,334,-37.6516,385.524,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74TH124800078,1,1,0,N,N,GUC-ENG06A,334,-74.005,365.017,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74TH124800080,1,1,0,N,N,GUC-ENG06A,334,-5.0263,381.609,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300094,1,2,0,N,N,GUC-ENG06A,334,61.9232,254.482,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300107,1,2,0,N,N,GUC-ENG06A,334,146.265,302.331,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300113,1,2,0,N,N,GUC-ENG06A,334,217.043,273.662,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300134,1,2,0,N,N,GUC-ENG06A,334,204.999,231.367,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300163,1,2,0,N,N,GUC-ENG06A,334,103.198,258.951,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300169,1,2,0,N,N,GUC-ENG06A,334,81.8348,248.457,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300192,1,2,0,N,N,GUC-ENG06A,334,218.902,241.458,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300205,1,2,0,N,N,GUC-ENG06A,334,200.73,248.171,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300207,1,2,0,N,N,GUC-ENG06A,334,106.813,240.166,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00005,1,2,0,N,N,GUC-ENG06A,334,99.7798,236.644,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00007,1,2,0,N,N,GUC-ENG06A,334,72.8341,252.764,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00013,1,2,0,N,N,GUC-ENG06A,334,53.4969,258.017,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00044,1,2,0,N,N,GUC-ENG06A,334,194.08,247.091,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00047,1,2,0,N,N,GUC-ENG06A,334,245.063,266.817,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00075,1,2,0,N,N,GUC-ENG06A,334,160.531,238.041,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00092,1,2,0,N,N,GUC-ENG06A,334,180.782,243.163,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00106,1,2,0,N,N,GUC-ENG06A,334,100.404,263.86,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00110,1,2,0,N,N,GUC-ENG06A,334,181.13,249.484,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00162,1,2,0,N,N,GUC-ENG06A,334,211.035,261.871,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00176,1,2,0,N,N,GUC-ENG06A,334,172.943,250.589,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00182,1,2,0,N,N,GUC-ENG06A,334,236.962,243.208,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00194,1,2,0,N,N,GUC-ENG06A,334,158.259,239.169,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74TH124800079,1,2,0,N,N,GUC-ENG06A,334,149.163,267.087,-200.0,200.0,-225.0,225.0,7416F964_DIA015_1_2_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300131,3,0,0,N,N,GUC-ENG06A,334,-277.401,399.034,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300133,3,0,0,N,N,GUC-ENG06A,334,-262.572,395.652,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300142,3,0,0,N,N,GUC-ENG06A,334,-241.953,405.615,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300143,3,0,0,N,N,GUC-ENG06A,334,-277.051,412.868,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300151,3,0,0,N,N,GUC-ENG06A,334,-229.741,389.356,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300157,3,0,0,N,N,GUC-ENG06A,334,-243.235,405.784,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300174,3,0,0,N,N,GUC-ENG06A,334,-263.145,392.854,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300175,3,0,0,N,N,GUC-ENG06A,334,-219.034,417.573,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300191,3,0,0,N,N,GUC-ENG06A,334,-265.835,387.59,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300206,3,0,0,N,N,GUC-ENG06A,334,-238.822,391.479,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00004,3,0,0,N,N,GUC-ENG06A,334,-241.909,406.038,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00012,3,0,0,N,N,GUC-ENG06A,334,-174.671,401.674,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00023,3,0,0,N,N,GUC-ENG06A,334,-249.41,398.5,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00029,3,0,0,N,N,GUC-ENG06A,334,-175.157,396.758,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00042,3,0,0,N,N,GUC-ENG06A,334,-246.371,408.794,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00046,3,0,0,N,N,GUC-ENG06A,334,-279.42,407.692,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00051,3,0,0,N,N,GUC-ENG06A,334,-234.719,388.307,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00102,3,0,0,N,N,GUC-ENG06A,334,-242.082,383.183,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00112,3,0,0,N,N,GUC-ENG06A,334,-240.63,391.178,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00138,3,0,0,N,N,GUC-ENG06A,334,-202.61,389.086,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00139,3,0,0,N,N,GUC-ENG06A,334,-239.055,383.021,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00152,3,0,0,N,N,GUC-ENG06A,334,-269.267,393.941,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00156,3,0,0,N,N,GUC-ENG06A,334,-292.164,390.972,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00161,3,0,0,N,N,GUC-ENG06A,334,-255.52,412.339,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00165,3,0,0,N,N,GUC-ENG06A,334,-235.742,394.677,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00189,3,0,0,N,N,GUC-ENG06A,334,-133.241,386.797,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74B3755P00199,3,0,0,N,N,GUC-ENG06A,334,-259.134,387.406,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74TH124800053,3,0,0,N,N,GUC-ENG06A,334,-266.94,394.279,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_0_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300111,3,1,0,N,N,GUC-ENG06A,334,-55.1988,368.184,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300117,3,1,0,N,N,GUC-ENG06A,334,-28.2019,359.521,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300128,3,1,0,N,N,GUC-ENG06A,334,-35.7781,370.66,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300132,3,1,0,N,N,GUC-ENG06A,334,-27.0567,369.187,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300148,3,1,0,N,N,GUC-ENG06A,334,-107.7,372.963,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300156,3,1,0,N,N,GUC-ENG06A,334,-21.7376,383.646,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_1_0
7416F964,,GNRUCC,2090,7416F964,0265,N,Y,,DIA015,A15,74997PM300171,3,1,0,N,N,GUC-ENG06A,334,-86.1257,364.512,-200.0,200.0,-225.0,225.0,7416F964_DIA015_3_1_0
