facility,lot,operation,test_end_date,tester_id,program_name,prodgroup3,visual_id,tray_or_carrier_id,ws_loss_code,entity,bond_station,carrier_x,carrier_y,lane_number,subplaneanglex,subplaneangley,Entity_BS_X_Y
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202412,17,,DIA003,3,5,0,1,-15.6267,-203.931,DIA003_3_5_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202413,17,,DIA003,3,6,1,1,-231.119,32.1931,DIA003_3_6_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202414,17,,DIA003,3,4,0,1,50.569,-122.332,DIA003_3_4_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202415,29,,DIA003,4,2,2,2,31.0425,12.8715,DIA003_4_2_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202416,29,,DIA003,4,4,1,2,62.3755,3.61491,DIA003_4_4_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202417,29,,DIA003,4,2,0,2,69.2683,-98.5898,DIA003_4_2_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202418,29,,DIA003,4,3,0,2,61.5907,-169.973,DIA003_4_3_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202419,29,,DIA003,4,5,1,2,-152.365,8.77125,DIA003_4_5_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202420,29,,DIA003,4,1,2,2,5.8384,60.3314,DIA003_4_1_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202421,29,,DIA003,4,0,2,2,106.949,44.9148,DIA003_4_0_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202422,17,,DIA003,3,0,0,1,111.589,-74.3755,DIA003_3_0_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202423,29,,DIA003,4,0,0,2,50.2779,-95.5317,DIA003_4_0_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202424,29,,DIA003,4,1,0,2,10.6811,-123.63,DIA003_4_1_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202425,29,,DIA003,4,2,1,2,37.2704,-64.2274,DIA003_4_2_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202426,29,,DIA003,4,5,0,2,-66.8623,-87.3473,DIA003_4_5_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202427,29,,DIA003,4,4,2,2,-80.1606,151.502,DIA003_4_4_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202428,29,,DIA003,4,0,1,2,-24.0257,-17.2812,DIA003_4_0_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202429,29,,DIA003,4,4,0,2,-63.6989,-56.4633,DIA003_4_4_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202430,29,,DIA003,4,3,2,2,107.166,94.3425,DIA003_4_3_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202431,29,,DIA003,4,1,1,2,106.876,-43.7763,DIA003_4_1_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202432,29,,DIA003,4,5,2,2,-159.866,228.687,DIA003_4_5_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202433,29,,DIA003,4,6,2,2,-128.288,177.921,DIA003_4_6_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202434,29,,DIA003,4,3,1,2,50.1431,56.3046,DIA003_4_3_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202435,29,,DIA003,4,6,0,2,-313.067,-6.51289,DIA003_4_6_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202436,38,,DIA003,4,2,1,2,-74.8843,-88.7339,DIA003_4_2_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202438,38,,DIA003,4,1,1,2,18.8502,-101.201,DIA003_4_1_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202439,38,,DIA003,4,0,1,2,67.8299,-71.645,DIA003_4_0_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202441,38,,DIA003,4,4,1,2,56.8215,-36.4422,DIA003_4_4_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202442,38,,DIA003,4,6,1,2,-277.394,-45.8224,DIA003_4_6_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202444,38,,DIA003,4,5,1,2,-61.8358,-26.7059,DIA003_4_5_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202457,14,,DIA003,3,0,1,1,16.5448,19.5793,DIA003_3_0_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202458,38,,DIA003,4,5,0,2,22.4135,-264.352,DIA003_4_5_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202459,14,,DIA003,3,6,0,1,-96.8498,-55.0781,DIA003_3_6_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202460,14,,DIA003,3,3,2,1,134.362,53.2771,DIA003_3_3_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202461,38,,DIA003,4,6,0,2,-117.114,-175.467,DIA003_4_6_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202462,14,,DIA003,3,4,2,1,-45.2682,125.752,DIA003_3_4_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202463,14,,DIA003,3,5,0,1,-40.8753,-178.431,DIA003_3_5_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202464,38,,DIA003,4,5,2,2,-27.4511,247.708,DIA003_4_5_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202465,14,,DIA003,3,4,0,1,-42.594,-72.2405,DIA003_3_4_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202466,14,,DIA003,3,1,1,1,40.794,.0261861,DIA003_3_1_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202467,38,,DIA003,4,4,2,2,-30.0047,173.948,DIA003_4_4_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202468,14,,DIA003,3,4,1,1,88.849,-14.3447,DIA003_3_4_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202469,14,,DIA003,3,6,2,1,-148.542,135.836,DIA003_3_6_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202470,38,,DIA003,4,3,0,2,174.386,-236.162,DIA003_4_3_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202471,14,,DIA003,3,2,1,1,46.5453,-33.5684,DIA003_3_2_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202472,14,,DIA003,3,5,1,1,-170.835,2.21063,DIA003_3_5_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202473,38,,DIA003,4,4,0,2,19.2365,-91.8661,DIA003_4_4_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202474,14,,DIA003,3,3,1,1,89.0202,40.9601,DIA003_3_3_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202475,38,,DIA003,4,6,2,2,-63.8709,187.149,DIA003_4_6_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202476,38,,DIA003,4,3,1,2,78.8025,-23.8903,DIA003_4_3_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202477,14,,DIA003,3,6,1,1,-239.491,-8.95435,DIA003_3_6_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202478,42,,DIA003,4,1,2,2,-12.8715,83.0374,DIA003_4_1_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202479,14,,DIA003,3,0,2,1,19.4329,114.286,DIA003_3_0_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202480,42,,DIA003,4,0,0,2,-94.3278,-52.5253,DIA003_4_0_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202481,42,,DIA003,4,0,2,2,-126.035,38.3026,DIA003_4_0_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202482,14,,DIA003,3,1,0,1,-9.47724,-12.3309,DIA003_3_1_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202483,42,,DIA003,4,2,2,2,5.91022,12.6994,DIA003_4_2_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202484,42,,DIA003,4,3,2,2,68.4307,87.5186,DIA003_4_3_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202485,15,,DIA003,3,6,1,1,-27.0297,32.4194,DIA003_3_6_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202486,42,,DIA003,4,2,0,2,77.8717,-20.246,DIA003_4_2_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202487,15,,DIA003,3,4,1,1,83.2418,-24.7762,DIA003_3_4_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202488,14,,DIA003,3,1,2,1,-18.0861,84.2969,DIA003_3_1_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202489,15,,DIA003,3,5,1,1,-153.503,3.18343,DIA003_3_5_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202490,14,,DIA003,3,0,0,1,-.692137,-19.8175,DIA003_3_0_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202491,14,,DIA003,3,2,2,1,22.1314,151.08,DIA003_3_2_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202492,15,,DIA003,3,2,1,1,137.187,-34.188,DIA003_3_2_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202493,15,,DIA003,3,0,1,1,143.398,13.343,DIA003_3_0_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202494,14,,DIA003,3,3,0,1,112.376,-160.596,DIA003_3_3_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202495,15,,DIA003,3,1,1,1,164.01,-23.1902,DIA003_3_1_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202496,15,,DIA003,3,3,1,1,-16.5189,20.0027,DIA003_3_3_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202497,14,,DIA003,3,5,2,1,-92.6891,150.347,DIA003_3_5_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202498,14,,DIA003,3,2,0,1,35.2603,-36.7727,DIA003_3_2_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202499,19,,DIA003,2,6,1,2,-154.823,2.14767,DIA003_2_6_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202500,44,,DIA003,4,4,1,2,28.0779,-15.8599,DIA003_4_4_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202501,19,,DIA003,2,4,1,2,23.4246,-.639257,DIA003_2_4_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202502,19,,DIA003,2,1,1,2,8.32347,-17.3161,DIA003_2_1_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202503,44,,DIA003,4,6,1,2,-250.376,23.5645,DIA003_4_6_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202504,19,,DIA003,2,3,1,2,28.9545,160.973,DIA003_2_3_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202505,19,,DIA003,2,2,1,2,20.7267,-44.8289,DIA003_2_2_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202506,44,,DIA003,4,3,1,2,94.574,-2.69785,DIA003_4_3_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202507,19,,DIA003,2,0,1,2,91.5544,-14.329,DIA003_2_0_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202508,45,,DIA003,2,1,2,2,10.1631,-4.593,DIA003_2_1_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202509,44,,DIA003,4,1,1,2,3.99068,-34.9081,DIA003_4_1_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202510,45,,DIA003,2,1,0,2,17.2789,-74.2876,DIA003_2_1_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202511,45,,DIA003,2,0,2,2,33.9298,-25.9463,DIA003_2_0_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202512,44,,DIA003,4,0,1,2,148.409,-.716336,DIA003_4_0_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202513,45,,DIA003,2,0,0,2,97.534,-32.3628,DIA003_2_0_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202514,45,,DIA003,2,3,2,2,19.1154,35.4973,DIA003_2_3_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202515,44,,DIA003,4,2,1,2,-83.5318,-26.5959,DIA003_4_2_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202516,45,,DIA003,2,2,2,2,60.7849,39.8494,DIA003_2_2_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202517,44,,DIA003,4,5,1,2,-210.885,1.10356,DIA003_4_5_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202518,42,,DIA003,4,1,0,2,21.2035,-158.76,DIA003_4_1_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202519,45,,DIA003,2,2,0,2,111.436,-80.4904,DIA003_2_2_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202520,31,,DIA003,4,1,1,2,1.95148,-132.056,DIA003_4_1_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202521,19,,DIA003,2,4,2,2,-95.9585,150.468,DIA003_2_4_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202522,31,,DIA003,4,2,1,2,-108.604,-54.8404,DIA003_4_2_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202523,31,,DIA003,4,6,2,2,-160.663,327.17,DIA003_4_6_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202524,19,,DIA003,2,4,0,2,-78.8635,-10.5021,DIA003_2_4_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202525,31,,DIA003,4,3,1,2,-11.243,-26.73,DIA003_4_3_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202526,31,,DIA003,4,5,1,2,-205.133,24.7781,DIA003_4_5_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202527,19,,DIA003,2,3,2,2,92.3277,118.603,DIA003_2_3_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202528,31,,DIA003,4,6,1,2,-400.005,37.8732,DIA003_4_6_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202529,19,,DIA003,2,2,2,2,17.2112,98.3913,DIA003_2_2_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202530,19,,DIA003,2,5,2,2,-105.864,177.601,DIA003_2_5_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202531,19,,DIA003,2,2,0,2,103.366,-38.0458,DIA003_2_2_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202532,19,,DIA003,2,3,0,2,93.9091,-66.6938,DIA003_2_3_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202533,19,,DIA003,2,6,2,2,-112.291,153.823,DIA003_2_6_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202534,19,,DIA003,2,1,2,2,-8.31046,36.5792,DIA003_2_1_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202535,19,,DIA003,2,0,2,2,123.458,66.1712,DIA003_2_0_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202536,19,,DIA003,2,6,0,2,-136.378,-.708176,DIA003_2_6_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202537,19,,DIA003,2,0,0,2,143.116,-49.4041,DIA003_2_0_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202538,19,,DIA003,2,1,0,2,25.9372,-99.0997,DIA003_2_1_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202539,19,,DIA003,2,5,1,2,-156.675,21.8341,DIA003_2_5_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76NW242202540,19,,DIA003,2,5,0,2,-98.6994,-110.798,DIA003_2_5_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500016,61,,DIA003,3,0,1,1,148.772,-30.5147,DIA003_3_0_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500017,30,,DIA003,3,2,0,1,36.597,-88.2227,DIA003_3_2_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500018,61,,DIA003,3,6,0,1,-8.18961,-145.147,DIA003_3_6_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500019,61,,DIA003,3,3,2,1,24.4244,239.542,DIA003_3_3_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500020,30,,DIA003,3,3,0,1,35.5389,-141.286,DIA003_3_3_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500021,61,,DIA003,3,4,2,1,-15.9078,123.007,DIA003_3_4_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500022,61,,DIA003,3,5,0,1,-38.8626,-221.716,DIA003_3_5_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500023,30,,DIA003,3,1,2,1,32.407,120.446,DIA003_3_1_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500024,61,,DIA003,3,4,0,1,39.676,-165.655,DIA003_3_4_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500025,61,,DIA003,3,1,1,1,47.8394,-46.3558,DIA003_3_1_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500026,30,,DIA003,3,0,2,1,28.271,74.5902,DIA003_3_0_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500027,61,,DIA003,3,4,1,1,156.733,-23.688,DIA003_3_4_1
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500028,61,,DIA003,3,6,2,1,-46.1734,224.097,DIA003_3_6_2
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500029,30,,DIA003,3,0,0,1,41.1276,-8.89953,DIA003_3_0_0
A15,7627F114,1960,2026-07-07 03:17:04,OIS00003,BROADWELLDENS_OIS1,HWL,76SV879500030,61,,DIA003,3,2,1,1,-8.84762,-46.6473,DIA003_3_2_1
